Nested Sampling Global Log-Evidence           :   -0.388697654934243308E+01  +/-    0.922819981532620320E-01

Dim No.       Mean        Sigma
   1    0.470765438034331080E-03    0.130023806452093038E-03
   2    0.121043622542176308E+04    0.129656626640305408E+02
   3    0.909872127309411323E-03    0.919628320689862061E-04
   4    0.101286219074287715E+03    0.916682091705844115E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.577893244256980857E-03
   2    0.121916708929544779E+04
   3    0.878440359846201636E-03
   4    0.899867811262727173E+02

MAP Parameters
Dim No.        Parameter
   1    0.382847247210275053E-03
   2    0.119308325772763692E+04
   3    0.854900433899308861E-03
   4    0.942412877015136985E+02
