Nested Sampling Global Log-Evidence           :   -0.311154573235856713E+01  +/-    0.802633862875898607E-01

Dim No.       Mean        Sigma
   1    0.205442369654519445E-02    0.441789123101741649E-01
   2    0.120898486136838687E+04    0.116151091455876507E+02
   3    0.906949024915861576E-03    0.931292465112845387E-04
   4    0.749788137954035392E+02    0.100634051507452260E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.122599227778160042E-02
   2    0.119824841375534197E+04
   3    0.806313576278751298E-03
   4    0.738188473492906638E+02

MAP Parameters
Dim No.        Parameter
   1    0.239616293949516078E-02
   2    0.121030772256271734E+04
   3    0.105584716882503962E-02
   4    0.733167461404057121E+02
