Nested Sampling Global Log-Evidence           :   -0.374028664763136165E+01  +/-    0.906226301641778476E-01

Dim No.       Mean        Sigma
   1    0.147048826438707760E-02    0.303125507387073609E-03
   2    0.120938630478391951E+04    0.122426343454324549E+02
   3    0.901372865990412845E-03    0.945599873167324669E-04
   4    0.425595587865145220E+02    0.949928242652863797E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.153317154817020200E-02
   2    0.123755494613981614E+04
   3    0.750667913710222393E-03
   4    0.413054756519113866E+02

MAP Parameters
Dim No.        Parameter
   1    0.133269181460267372E-02
   2    0.121150580842061026E+04
   3    0.953348220627121194E-03
   4    0.431685092251856659E+02
