Nested Sampling Global Log-Evidence           :   -0.425549204307830564E+01  +/-    0.973043359253356749E-01

Dim No.       Mean        Sigma
   1    0.490606862634541041E-03    0.165524017184120700E-03
   2    0.121114637140024388E+04    0.120873840418380230E+02
   3    0.903244607604882085E-03    0.940992481615421323E-04
   4    0.611920086404950681E+02    0.850270142917599081E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.490310886460650313E-03
   2    0.121334653159480467E+04
   3    0.960676949358724381E-03
   4    0.615353650185524970E+02

MAP Parameters
Dim No.        Parameter
   1    0.371997555142098736E-03
   2    0.121478283034534593E+04
   3    0.825969928808190264E-03
   4    0.632521145504785594E+02
