Nested Sampling Global Log-Evidence           :   -0.418603124494963108E+01  +/-    0.958850015075604911E-01

Dim No.       Mean        Sigma
   1    0.190917904061964426E-03    0.473601143505677794E-04
   2    0.121062434380234095E+04    0.122955557153325454E+02
   3    0.894810576470537978E-03    0.930749225949658752E-04
   4    0.100704284039320029E+03    0.894104861654588490E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.198178143689325682E-03
   2    0.120710707810527379E+04
   3    0.911656846339078302E-03
   4    0.967453482349046681E+02

MAP Parameters
Dim No.        Parameter
   1    0.165719746182546135E-03
   2    0.123346739958749095E+04
   3    0.749643840687714354E-03
   4    0.100418339157865717E+03
