Nested Sampling Global Log-Evidence           :   -0.384061337418641768E+01  +/-    0.915051226508968030E-01

Dim No.       Mean        Sigma
   1    0.106819113277569215E-02    0.202760094015077262E-03
   2    0.120791584328435420E+04    0.114065608537970444E+02
   3    0.905178904936869660E-03    0.913693191265459615E-04
   4    0.499874646284550579E+02    0.998196486810093098E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.981943513018763200E-03
   2    0.120046969636533527E+04
   3    0.954172248754979707E-03
   4    0.513434040047132143E+02

MAP Parameters
Dim No.        Parameter
   1    0.138047582811359954E-02
   2    0.122738604554080302E+04
   3    0.954593106087625555E-03
   4    0.509469884112874851E+02
