Nested Sampling Global Log-Evidence           :   -0.405728490063208369E+01  +/-    0.948657831180623745E-01

Dim No.       Mean        Sigma
   1    0.648170121438402407E-03    0.256541645712713112E-03
   2    0.121021895690143901E+04    0.119969181391058726E+02
   3    0.906740856668887367E-03    0.908575470088373698E-04
   4    0.568631983441742292E+02    0.961332213019128545E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.596086908322454589E-03
   2    0.121289395273303489E+04
   3    0.884963168202155767E-03
   4    0.560570047353493308E+02

MAP Parameters
Dim No.        Parameter
   1    0.371161854412582195E-03
   2    0.119509008701923199E+04
   3    0.794186274030446340E-03
   4    0.604529994545897438E+02
