Nested Sampling Global Log-Evidence           :   -0.412372619519785566E+01  +/-    0.954399479702537218E-01

Dim No.       Mean        Sigma
   1    0.307449785662461741E-03    0.742433635444302508E-04
   2    0.121075964357845578E+04    0.119799159147172585E+02
   3    0.901153253561208078E-03    0.902358265776055483E-04
   4    0.877115071991476754E+02    0.840592187206157426E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.272812190529249214E-03
   2    0.122934738748357427E+04
   3    0.801065119344312971E-03
   4    0.918768639257638853E+02

MAP Parameters
Dim No.        Parameter
   1    0.328308945361808287E-03
   2    0.122737769827999955E+04
   3    0.908039443732878374E-03
   4    0.841942684099939953E+02
