Nested Sampling Global Log-Evidence           :   -0.406393392682319732E+01  +/-    0.940944984831897091E-01

Dim No.       Mean        Sigma
   1    0.208752974525219348E-03    0.481955793214457770E-04
   2    0.121209430124748724E+04    0.118523644770831922E+02
   3    0.906514671518123959E-03    0.976035148103688617E-04
   4    0.119045167931770251E+03    0.953067323987035309E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.330808173233040469E-03
   2    0.122913441382154383E+04
   3    0.981870342875172187E-03
   4    0.102422936475340450E+03

MAP Parameters
Dim No.        Parameter
   1    0.200746819241296701E-03
   2    0.120173944695707701E+04
   3    0.819895610858361571E-03
   4    0.103319732866735976E+03
