Nested Sampling Global Log-Evidence           :   -0.390102414361610750E+01  +/-    0.928019222612180700E-01

Dim No.       Mean        Sigma
   1    0.539637263710971175E-03    0.161420091767562390E-03
   2    0.121039032317880537E+04    0.122438039742319642E+02
   3    0.912568281078257777E-03    0.937602043166488287E-04
   4    0.748276644358349330E+02    0.881495006300365702E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.495891556808453443E-03
   2    0.121814937586133942E+04
   3    0.972966164704145201E-03
   4    0.802630058721147606E+02

MAP Parameters
Dim No.        Parameter
   1    0.431753447895599622E-03
   2    0.123622331159144255E+04
   3    0.776110511498159252E-03
   4    0.778934000477313049E+02
