Nested Sampling Global Log-Evidence           :   -0.360242677778151155E+01  +/-    0.883274970597651282E-01

Dim No.       Mean        Sigma
   1    0.117452806030497628E-02    0.257255326179636268E-03
   2    0.121027381242968454E+04    0.126532316125745563E+02
   3    0.903148165519145258E-03    0.931311074610694753E-04
   4    0.565321846884092523E+02    0.102702415317649365E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.103642347479269937E-02
   2    0.121280188782115079E+04
   3    0.836224872833697566E-03
   4    0.569139644214090623E+02

MAP Parameters
Dim No.        Parameter
   1    0.121457300471914786E-02
   2    0.119886765591680614E+04
   3    0.966211915148447171E-03
   4    0.589660968168849990E+02
