Nested Sampling Global Log-Evidence           :   -0.397459271642458578E+01  +/-    0.926017027345668042E-01

Dim No.       Mean        Sigma
   1    0.472883816699042980E-03    0.898202182074951135E-04
   2    0.120954190332902795E+04    0.127644666156812931E+02
   3    0.892943946658410941E-03    0.931007536914190082E-04
   4    0.610037100764571818E+02    0.911847464842670652E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.487478583971708728E-03
   2    0.121423272860335283E+04
   3    0.892469950442774515E-03
   4    0.605246489510707164E+02

MAP Parameters
Dim No.        Parameter
   1    0.366307789561904425E-03
   2    0.122425853916080155E+04
   3    0.730699098955245492E-03
   4    0.613083965936199959E+02
