Nested Sampling Global Log-Evidence           :   -0.410016334016681228E+01  +/-    0.951321124319922662E-01

Dim No.       Mean        Sigma
   1    0.293997734215139259E-03    0.800667487511978862E-04
   2    0.121120147492284173E+04    0.119593971517396707E+02
   3    0.910794723893211793E-03    0.915206962594316653E-04
   4    0.909703578108091619E+02    0.949614923073651873E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.233116364855637546E-03
   2    0.119508381225578341E+04
   3    0.866313547301082666E-03
   4    0.919713296950011312E+02

MAP Parameters
Dim No.        Parameter
   1    0.238589432528777214E-03
   2    0.121838193975690820E+04
   3    0.875311995008658510E-03
   4    0.103764469160425278E+03
