Nested Sampling Global Log-Evidence           :   -0.381588172283251348E+01  +/-    0.904318028132448382E-01

Dim No.       Mean        Sigma
   1    0.101758047341410579E-02    0.231209609025358290E-03
   2    0.120844293176644715E+04    0.117392056872026398E+02
   3    0.906002345735067898E-03    0.917758443992670148E-04
   4    0.602323265146298183E+02    0.929146499908494183E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.104652451263011811E-02
   2    0.121795895186012172E+04
   3    0.914839157523541385E-03
   4    0.602977989996399870E+02

MAP Parameters
Dim No.        Parameter
   1    0.793315713779648942E-03
   2    0.119806309622259164E+04
   3    0.917535004744289735E-03
   4    0.597146964879273625E+02
