Nested Sampling Global Log-Evidence           :   -0.339332587197759095E+01  +/-    0.852263957189083876E-01

Dim No.       Mean        Sigma
   1    0.671598261302606319E-03    0.273872572596630683E-03
   2    0.120909228789454914E+04    0.123638896374461495E+02
   3    0.891846437772037329E-03    0.913217956710957846E-04
   4    0.900195204531778899E+02    0.952732741855657039E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.633471045518894894E-03
   2    0.120241148124543838E+04
   3    0.944892865727990400E-03
   4    0.895538959162878854E+02

MAP Parameters
Dim No.        Parameter
   1    0.540648996782245521E-03
   2    0.121320085770968831E+04
   3    0.902865594073374027E-03
   4    0.900266517799402948E+02
