Nested Sampling Global Log-Evidence           :   -0.774408374201578042E+00  +/-    0.397266879960094035E-01

Dim No.       Mean        Sigma
   1    0.977937885123483452E+00    0.191475016953557287E+01
   2    0.121082602651631055E+04    0.123952512911114709E+02
   3    0.893702421864897524E-03    0.913427079024337822E-04
   4    0.142567405031140510E+03    0.994877333893271598E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.461045696711679873E-02
   2    0.120117044724417087E+04
   3    0.110704822502468185E-02
   4    0.143803406264150652E+03

MAP Parameters
Dim No.        Parameter
   1    0.960763342861219272E+01
   2    0.118995885727858195E+04
   3    0.851039894829901849E-03
   4    0.141709712547356048E+03
