Nested Sampling Global Log-Evidence           :   -0.421370380119225807E+01  +/-    0.965120938037102305E-01

Dim No.       Mean        Sigma
   1    0.238486947720544830E-03    0.600856370325444499E-04
   2    0.120816838966273235E+04    0.121640238294920060E+02
   3    0.929574253489428735E-03    0.877367600882042383E-04
   4    0.910656643838761539E+02    0.867348389265002950E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.165813101807201917E-03
   2    0.120524650108879905E+04
   3    0.763333281036753376E-03
   4    0.961616800305399124E+02

MAP Parameters
Dim No.        Parameter
   1    0.301986769696877542E-03
   2    0.121686652178016607E+04
   3    0.898062230110507182E-03
   4    0.845978682320316864E+02
