Nested Sampling Global Log-Evidence           :   -0.807376665143278771E+00  +/-    0.408302142394572493E-01

Dim No.       Mean        Sigma
   1    0.130415382238604849E+01    0.227004829150015608E+01
   2    0.120974636204467743E+04    0.128767370048357517E+02
   3    0.890192842327518761E-03    0.100605010743061649E-03
   4    0.101506699547710767E+03    0.101712101333341254E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.866042007555120098E-02
   2    0.120990973987806524E+04
   3    0.953404720693916256E-03
   4    0.100431280070659227E+03

MAP Parameters
Dim No.        Parameter
   1    0.873353857404379319E+01
   2    0.116925473204021728E+04
   3    0.923939800594146782E-03
   4    0.100731082979548489E+03
