Nested Sampling Global Log-Evidence           :   -0.309976426535579508E+01  +/-    0.804362472487146901E-01

Dim No.       Mean        Sigma
   1    0.108055390267551479E-02    0.467609675947581530E-01
   2    0.120962027518126342E+04    0.122995441823076739E+02
   3    0.906848043584507343E-03    0.929277935119061395E-04
   4    0.120021476801784502E+03    0.974770246605053958E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.513145413112833229E-03
   2    0.121972658455611668E+04
   3    0.774995372607531095E-03
   4    0.120394599286505596E+03

MAP Parameters
Dim No.        Parameter
   1    0.640831927150047618E-03
   2    0.120116519348748170E+04
   3    0.823014124243329876E-03
   4    0.120834314691041058E+03
