Nested Sampling Global Log-Evidence           :   -0.364334324501015194E+01  +/-    0.880847162970858910E-01

Dim No.       Mean        Sigma
   1    0.700304893130506735E-03    0.286584650719762571E-03
   2    0.120935639990275672E+04    0.112744738961838049E+02
   3    0.910412694356460550E-03    0.911377724992566116E-04
   4    0.889698770903683283E+02    0.928505081037604096E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.708381628284182390E-03
   2    0.119787750776765165E+04
   3    0.104708375528874504E-02
   4    0.877568516047002589E+02

MAP Parameters
Dim No.        Parameter
   1    0.448363883652881841E-03
   2    0.119434660761650457E+04
   3    0.855970665252950660E-03
   4    0.893837472541443390E+02
