Nested Sampling Global Log-Evidence           :   -0.421889463718481750E+01  +/-    0.967529457326640335E-01

Dim No.       Mean        Sigma
   1    0.998181771737049377E-03    0.542759276353725140E-03
   2    0.121014151580122325E+04    0.120331363383181014E+02
   3    0.899044781240268434E-03    0.935532177314415768E-04
   4    0.427062844365440952E+02    0.891613848792289332E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.918920908882967197E-03
   2    0.120685312521268543E+04
   3    0.979421782062593138E-03
   4    0.423894355176892290E+02

MAP Parameters
Dim No.        Parameter
   1    0.159463843724863769E-02
   2    0.119733242180876778E+04
   3    0.916480976162379452E-03
   4    0.315420007008065824E+02
