Nested Sampling Global Log-Evidence           :   -0.390739758469112708E+01  +/-    0.923522361640160966E-01

Dim No.       Mean        Sigma
   1    0.227001281315209033E-03    0.508674412896405301E-04
   2    0.120915690263958300E+04    0.116457208402410828E+02
   3    0.901348055877575845E-03    0.884490200354160275E-04
   4    0.143326378178924443E+03    0.930453789506086082E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.217361862956046961E-03
   2    0.120927797507757259E+04
   3    0.787272428338979405E-03
   4    0.134319534738807420E+03

MAP Parameters
Dim No.        Parameter
   1    0.249177769109498910E-03
   2    0.119187197283359001E+04
   3    0.963592898246853945E-03
   4    0.140862928801339194E+03
